setup_id,time_s,dof,acc_mps2
1,5.365,3,-0.00750442
1,5.365,4,-0.00452507
1,5.37,1,-0.00692108
1,5.37,2,-0.00755561
1,5.37,3,-0.00636386
1,5.37,4,-0.00510247
1,5.375,1,-0.0083134
1,5.375,2,-0.00891363
1,5.375,3,-0.00507921
1,5.375,4,-0.00590477
1,5.38,1,-0.00794814
1,5.38,2,-0.00748434
1,5.38,3,-0.00651562
1,5.38,4,-0.00536851
1,5.385,1,-0.0080666
1,5.385,2,-0.00910405
1,5.385,3,-0.00623556
1,5.385,4,-0.00581906
1,5.39,1,-0.00950683
1,5.39,2,-0.00917511
1,5.39,3,-0.00776714
1,5.39,4,-0.00587747
1,5.395,1,-0.0112862
1,5.395,2,-0.01100849
1,5.395,3,-0.0084921
1,5.395,4,-0.00622788
1,5.4,1,-0.0109222
1,5.4,2,-0.00838344
1,5.4,3,-0.00735378
1,5.4,4,-0.00593559
1,5.405,1,-0.00957049
1,5.405,2,-0.00984451
1,5.405,3,-0.00839806
1,5.405,4,-0.00830702
1,5.41,1,-0.0139622
1,5.41,2,-0.00990456
1,5.41,3,-0.00989466
1,5.41,4,-0.00794994
1,5.415,1,-0.01384961
1,5.415,2,-0.00944055
1,5.415,3,-0.00930172
1,5.415,4,-0.00827554
1,5.42,1,-0.01243583
1,5.42,2,-0.01099956
1,5.42,3,-0.00973656
1,5.42,4,-0.00839675
1,5.425,1,-0.01245076
1,5.425,2,-0.01007663
1,5.425,3,-0.00883991
1,5.425,4,-0.00612155
1,5.43,1,-0.01241008
1,5.43,2,-0.00984724
1,5.43,3,-0.00885136
1,5.43,4,-0.00603341
1,5.435,1,-0.01022917
1,5.435,2,-0.00797537
1,5.435,3,-0.00546032
1,5.435,4,-0.00563957
1,5.44,1,-0.00910073
1,5.44,2,-0.00892456
1,5.44,3,-0.00668424
1,5.44,4,-0.0047963
1,5.445,1,-0.00692024
1,5.445,2,-0.00863259
1,5.445,3,-0.00591223
1,5.445,4,-0.00393945
1,5.45,1,-0.00925057
1,5.45,2,-0.00646232
1,5.45,3,-0.00498455
1,5.45,4,-0.00297421
1,5.455,1,-0.00869007
1,5.455,2,-0.00543343
1,5.455,3,-0.0051796
1,5.455,4,-0.00263023
1,5.46,1,-0.00664061
1,5.46,2,-0.00417125
1,5.46,3,-0.00429859
1,5.46,4,-0.00085054
1,5.465,1,-0.00714175
1,5.465,2,-0.00397685
1,5.465,3,-0.00279031
1,5.465,4,0.00094923
1,5.47,1,-0.00512604
1,5.47,2,-0.00548464
1,5.47,3,-0.00262735
1,5.47,4,-0.0008259
1,5.475,1,-0.00634723
1,5.475,2,-0.00583279
1,5.475,3,-0.00339601
1,5.475,4,0.00158327
1,5.48,1,-0.00549932
1,5.48,2,-0.00274305
1,5.48,3,-0.00203791
1,5.48,4,0.00014879
1,5.485,1,-0.00552576
1,5.485,2,-0.00152703
1,5.485,3,-0.000416
1,5.485,4,0.00205619
1,5.49,1,-0.0035145
1,5.49,2,-0.00182793
1,5.49,3,0.00043058
1,5.49,4,0.00305401
1,5.495,1,-0.0040624
1,5.495,2,0.00022989
1,5.495,3,0.00102659
1,5.495,4,0.00278187
1,5.5,1,-0.0021476
1,5.5,2,0.00066846
1,5.5,3,0.0017215
1,5.5,4,0.00526068
1,5.505,1,-0.00045909
1,5.505,2,-0.00233588
1,5.505,3,0.00173717
1,5.505,4,0.0061554
1,5.51,1,-0.0009088
1,5.51,2,0.00423683
1,5.51,3,0.00527176
1,5.51,4,0.00706591
1,5.515,1,0.00189819
1,5.515,2,0.00393853
1,5.515,3,0.0060017
1,5.515,4,0.00888925
1,5.52,1,0.00488398
1,5.52,2,0.00474552
1,5.52,3,0.00876337
1,5.52,4,0.01007871
1,5.525,1,0.00619383
1,5.525,2,0.00767388
1,5.525,3,0.01068215
1,5.525,4,0.01133289
1,5.53,1,0.00842965
1,5.53,2,0.01039193
1,5.53,3,0.01096154
1,5.53,4,0.01475362
1,5.535,1,0.0080141
1,5.535,2,0.01251658
1,5.535,3,0.01321936
1,5.535,4,0.0165003
1,5.54,1,0.01280782
1,5.54,2,0.01587293
1,5.54,3,0.01649823
1,5.54,4,0.01783105
1,5.545,1,0.01642807
1,5.545,2,0.01658485
1,5.545,3,0.01847733
1,5.545,4,0.02107578
1,5.55,1,0.01788466
1,5.55,2,0.02076511
1,5.55,3,0.02050097
1,5.55,4,0.02044521
1,5.555,1,0.0198786
1,5.555,2,0.02109394
1,5.555,3,0.02095305
1,5.555,4,0.02248465
1,5.56,1,0.01990028
1,5.56,2,0.02164896
1,5.56,3,0.02202888
1,5.56,4,0.02236852
1,5.565,1,0.02239605
1,5.565,2,0.02212972
1,5.565,3,0.02097844
1,5.565,4,0.02280505
1,5.57,1,0.02065338
1,5.57,2,0.02203
1,5.57,3,0.02238503
1,5.57,4,0.02258947
1,5.575,1,0.01902076
1,5.575,2,0.01971727
1,5.575,3,0.02291218
1,5.575,4,0.02136151
1,5.58,1,0.02137274
1,5.58,2,0.02093612
1,5.58,3,0.01990861
1,5.58,4,0.01843884
1,5.585,1,0.01946369
1,5.585,2,0.0196597
1,5.585,3,0.02074453
1,5.585,4,0.01829858
1,5.59,1,0.01762134
1,5.59,2,0.01575575
1,5.59,3,0.01663872
1,5.59,4,0.01683625
1,5.595,1,0.01555604
1,5.595,2,0.01489241
1,5.595,3,0.01671139
1,5.595,4,0.01609428
1,5.6,1,0.01307119
1,5.6,2,0.01395303
1,5.6,3,0.01281416
1,5.6,4,0.01379585
1,5.605,1,0.01258692
1,5.605,2,0.01253187
1,5.605,3,0.01026576
1,5.605,4,0.01148459
1,5.61,1,0.01034194
1,5.61,2,0.01197472
1,5.61,3,0.01036455
1,5.61,4,0.0074827
1,5.615,1,0.00963429
1,5.615,2,0.00872268
1,5.615,3,0.00732834
1,5.615,4,0.00708299
1,5.62,1,0.00780121
1,5.62,2,0.00714217
1,5.62,3,0.00547802
1,5.62,4,0.00408604
1,5.625,1,0.00693248
1,5.625,2,0.00625068
1,5.625,3,0.00608222
1,5.625,4,0.00232402
1,5.63,1,0.00634044
1,5.63,2,0.00697848
1,5.63,3,0.00359169
1,5.63,4,0.00186188
1,5.635,1,0.005024
1,5.635,2,0.00584904
1,5.635,3,0.00263721
1,5.635,4,0.00253169
1,5.64,1,0.00533725
1,5.64,2,0.00449599
1,5.64,3,0.00357926
1,5.64,4,0.00210049
1,5.645,1,0.00598797
1,5.645,2,0.00532998
1,5.645,3,0.00444051
1,5.645,4,0.00229321
1,5.65,1,0.00740964
1,5.65,2,0.00545418
1,5.65,3,0.00424363
1,5.65,4,0.00330292
1,5.655,1,0.00596814
1,5.655,2,0.00582506
1,5.655,3,0.0047187
1,5.655,4,0.00291558
1,5.66,1,0.00827963
1,5.66,2,0.00670483
1,5.66,3,0.00524241
1,5.66,4,0.00570762
1,5.665,1,0.0114201
1,5.665,2,0.00921986
1,5.665,3,0.00721064
1,5.665,4,0.00655684
1,5.67,1,0.01040057
1,5.67,2,0.00866985
1,5.67,3,0.00769419
1,5.67,4,0.00574391
1,5.675,1,0.00848542
1,5.675,2,0.00864186
1,5.675,3,0.00726504
1,5.675,4,0.00704477
1,5.68,1,0.01061542
1,5.68,2,0.00803048
1,5.68,3,0.00836342
1,5.68,4,0.00710834
1,5.685,1,0.01203906
1,5.685,2,0.01030003
1,5.685,3,0.01083087
1,5.685,4,0.00595731
1,5.69,1,0.01251106
1,5.69,2,0.01070435
1,5.69,3,0.00758722
1,5.69,4,0.00642617
1,5.695,1,0.01012516
1,5.695,2,0.00925199
1,5.695,3,0.0072993
1,5.695,4,0.00556958
1,5.7,1,0.01031615
1,5.7,2,0.00769797
1,5.7,3,0.00814549
1,5.7,4,0.00610597
1,5.705,1,0.00888219
1,5.705,2,0.00875427
1,5.705,3,0.00504312
1,5.705,4,0.0024482
1,5.71,1,0.0089973
1,5.71,2,0.00744057
1,5.71,3,0.00427031
1,5.71,4,0.00360233
1,5.715,1,0.00964438
1,5.715,2,0.00880334
1,5.715,3,0.00294555
1,5.715,4,0.00214075
1,5.72,1,0.00540085
1,5.72,2,0.00746384
1,5.72,3,0.00213768
1,5.72,4,0.00136112
1,5.725,1,0.00565587
1,5.725,2,0.00240632
1,5.725,3,0.00111579
1,5.725,4,-0.00216577
1,5.73,1,0.00387332
1,5.73,2,0.00205216
1,5.73,3,0.00032985
1,5.73,4,-0.0043556
1,5.735,1,0.00344067
1,5.735,2,0.00378025
1,5.735,3,-0.00200434
1,5.735,4,-0.00295839
1,5.74,1,0.00212481
1,5.74,2,-0.0026275
1,5.74,3,-0.00313216
1,5.74,4,-0.00508098
1,5.745,1,0.00247887
1,5.745,2,-0.00081616
1,5.745,3,-0.00336898
1,5.745,4,-0.00474915
1,5.75,1,0.00086798
1,5.75,2,-0.00188173
1,5.75,3,-0.00343454
1,5.75,4,-0.00774739
1,5.755,1,-0.00036662
1,5.755,2,-0.00138616
1,5.755,3,-0.00716423
1,5.755,4,-0.00805785
1,5.76,1,-0.00094506
1,5.76,2,-0.00335382
1,5.76,3,-0.00628127
1,5.76,4,-0.00771157
1,5.765,1,-0.00300806
1,5.765,2,-0.00360375
1,5.765,3,-0.00670556
1,5.765,4,-0.00721301
1,5.77,1,-0.00240848
1,5.77,2,-0.00512211
1,5.77,3,-0.00650685
1,5.77,4,-0.01076324
1,5.775,1,-0.00482175
1,5.775,2,-0.0086308
1,5.775,3,-0.0081687
1,5.775,4,-0.00930919
1,5.78,1,-0.00644172
1,5.78,2,-0.00943572
1,5.78,3,-0.00913933
1,5.78,4,-0.01279159
1,5.785,1,-0.00804172
1,5.785,2,-0.00814797
1,5.785,3,-0.0119576
1,5.785,4,-0.01342162
1,5.79,1,-0.00764164
1,5.79,2,-0.01067956
1,5.79,3,-0.01409208
1,5.79,4,-0.01298734
1,5.795,1,-0.01281026
1,5.795,2,-0.01192593
1,5.795,3,-0.01402955
1,5.795,4,-0.01632043
1,5.8,1,-0.01370998
1,5.8,2,-0.01573861
1,5.8,3,-0.01429726
1,5.8,4,-0.01697898
1,5.805,1,-0.01540436
1,5.805,2,-0.01571133
1,5.805,3,-0.01628229
1,5.805,4,-0.01803523
1,5.81,1,-0.01582394
1,5.81,2,-0.01688352
1,5.81,3,-0.01877307
1,5.81,4,-0.01916582
1,5.815,1,-0.01820758
1,5.815,2,-0.02019822
1,5.815,3,-0.0212541
1,5.815,4,-0.01996727
1,5.82,1,-0.02011698
1,5.82,2,-0.02033561
1,5.82,3,-0.02112812
1,5.82,4,-0.02012133
1,5.825,1,-0.02011858
1,5.825,2,-0.02078899
1,5.825,3,-0.02173354
1,5.825,4,-0.02158018
1,5.83,1,-0.02134387
1,5.83,2,-0.02124415
1,5.83,3,-0.02335944
1,5.83,4,-0.02144093
1,5.835,1,-0.02081756
1,5.835,2,-0.02107956
1,5.835,3,-0.0224893
1,5.835,4,-0.02141911
1,5.84,1,-0.02130529
1,5.84,2,-0.02155804
1,5.84,3,-0.02198146
1,5.84,4,-0.02124986
1,5.845,1,-0.02022018
1,5.845,2,-0.01975368
1,5.845,3,-0.01955775
1,5.845,4,-0.0198032
1,5.85,1,-0.01874668
1,5.85,2,-0.0190693
1,5.85,3,-0.01876716
1,5.85,4,-0.01826628
1,5.855,1,-0.01819711
1,5.855,2,-0.01655291
1,5.855,3,-0.01670549
1,5.855,4,-0.0155749
1,5.86,1,-0.01697546
1,5.86,2,-0.01262495
1,5.86,3,-0.01679938
1,5.86,4,-0.01537169
1,5.865,1,-0.01460946
1,5.865,2,-0.01320114
1,5.865,3,-0.0106309
1,5.865,4,-0.01059749
1,5.87,1,-0.01182059
1,5.87,2,-0.01040904
1,5.87,3,-0.01013957
1,5.87,4,-0.01081216
1,5.875,1,-0.00993644
1,5.875,2,-0.00908856
1,5.875,3,-0.00596093
1,5.875,4,-0.00740678
1,5.88,1,-0.00713962
1,5.88,2,-0.00879419
1,5.88,3,-0.00466033
1,5.88,4,-0.00456449
1,5.885,1,-0.00599378
1,5.885,2,-0.00510023
1,5.885,3,-0.0038338
1,5.885,4,-0.00288102
1,5.89,1,-0.00622405
1,5.89,2,-0.00464942
1,5.89,3,-0.00392344
1,5.89,4,-0.00171286
1,5.895,1,-0.00627154
1,5.895,2,-0.00337062
1,5.895,3,-0.00120467
1,5.895,4,0.00059269
1,5.9,1,-0.00282945
1,5.9,2,-0.0028374
1,5.9,3,-0.00176169
1,5.9,4,-0.00028263
1,5.905,1,-0.00361944
1,5.905,2,-0.00211323
1,5.905,3,-0.00109373
1,5.905,4,-0.0011947
1,5.91,1,-0.00286577
1,5.91,2,-0.0025599
1,5.91,3,-0.00063492
1,5.91,4,8.88e-06
1,5.915,1,-0.00505171
1,5.915,2,-0.00162242
1,5.915,3,-0.00320517
1,5.915,4,-0.00224102
1,5.92,1,-0.00358772
1,5.92,2,-0.0040865
1,5.92,3,-0.00331598
1,5.92,4,-0.00188821
1,5.925,1,-0.00854431
1,5.925,2,-0.00338484
1,5.925,3,-0.00308879
1,5.925,4,-0.00169404
1,5.93,1,-0.0067374
1,5.93,2,-0.00715576
1,5.93,3,-0.0043012
1,5.93,4,-0.00207202
1,5.935,1,-0.01076509
1,5.935,2,-0.00660162
1,5.935,3,-0.00493855
1,5.935,4,-0.00396417
1,5.94,1,-0.01032779
1,5.94,2,-0.0081959
1,5.94,3,-0.00693865
1,5.94,4,-0.00447223
1,5.945,1,-0.01066076
1,5.945,2,-0.00789488
1,5.945,3,-0.00758204
1,5.945,4,-0.00590523
1,5.95,1,-0.00938723
1,5.95,2,-0.00918145
1,5.95,3,-0.00684012
1,5.95,4,-0.00695073
1,5.955,1,-0.00915844
1,5.955,2,-0.01052306
1,5.955,3,-0.0072646
1,5.955,4,-0.00582115
1,5.96,1,-0.0112399
1,5.96,2,-0.00906269
1,5.96,3,-0.00577757
1,5.96,4,-0.00345717
1,5.965,1,-0.01018454
1,5.965,2,-0.00853144
1,5.965,3,-0.0082057
1,5.965,4,-0.00274096
1,5.97,1,-0.01017882
1,5.97,2,-0.00815992
1,5.97,3,-0.00522604
1,5.97,4,-0.00266855
1,5.975,1,-0.00648622
1,5.975,2,-0.00388208
1,5.975,3,-0.00331066
1,5.975,4,-0.00256078
1,5.98,1,-0.0073466
1,5.98,2,-0.00482676
1,5.98,3,-0.00178103
1,5.98,4,0.00040546
1,5.985,1,-0.00459711
1,5.985,2,-0.00498219
1,5.985,3,-0.0015257
1,5.985,4,0.00257922
1,5.99,1,-0.00417875
1,5.99,2,-0.00152176
1,5.99,3,0.00347107
1,5.99,4,0.00278953
1,5.995,1,-0.00062244
1,5.995,2,0.00206536
1,5.995,3,0.00321728
1,5.995,4,0.00416898
1,6.0,1,-0.00274868
1,6.0,2,0.00100073
1,6.0,3,0.00476885
1,6.0,4,0.0068738
1,6.005,1,0.00221538
1,6.005,2,0.00230631
1,6.005,3,0.00589507
1,6.005,4,0.005797
1,6.01,1,0.00157766
1,6.01,2,0.00538214
1,6.01,3,0.00495363
1,6.01,4,0.01008096
1,6.015,1,0.00560028
1,6.015,2,0.00472975
1,6.015,3,0.00816982
1,6.015,4,0.01223258
1,6.02,1,0.00547236
1,6.02,2,0.00774802
1,6.02,3,0.00967972
1,6.02,4,0.01022192
1,6.025,1,0.00594424
1,6.025,2,0.00970722
1,6.025,3,0.01066573
1,6.025,4,0.01323651
1,6.03,1,0.0067605
1,6.03,2,0.00852794
1,6.03,3,0.01104065
1,6.03,4,0.01224785
1,6.035,1,0.00676367
1,6.035,2,0.0102979
1,6.035,3,0.01205366
1,6.035,4,0.0130429
1,6.04,1,0.00982077
1,6.04,2,0.01027711
1,6.04,3,0.01346965
1,6.04,4,0.01509507
1,6.045,1,0.01181367
1,6.045,2,0.01244444
1,6.045,3,0.01457796
1,6.045,4,0.01524893
1,6.05,1,0.00980962
1,6.05,2,0.01387793
1,6.05,3,0.01621986
1,6.05,4,0.01561878
1,6.055,1,0.01443635
1,6.055,2,0.01490459
1,6.055,3,0.01731618
1,6.055,4,0.01613932
1,6.06,1,0.01263706
1,6.06,2,0.01503311
1,6.06,3,0.01538815
1,6.06,4,0.01710968
1,6.065,1,0.01449425
1,6.065,2,0.01616036
1,6.065,3,0.01683537
1,6.065,4,0.01653145
1,6.07,1,0.01542241
1,6.07,2,0.01827583
1,6.07,3,0.01765785
1,6.07,4,0.01673949
1,6.075,1,0.01510638
1,6.075,2,0.01764424
1,6.075,3,0.01874132
1,6.075,4,0.01741858
1,6.08,1,0.01640644
1,6.08,2,0.0193837
1,6.08,3,0.02229357
1,6.08,4,0.0198871
1,6.085,1,0.01810514
1,6.085,2,0.01939926
1,6.085,3,0.01945827
1,6.085,4,0.01800572
1,6.09,1,0.01838078
1,6.09,2,0.01984707
1,6.09,3,0.02062992
1,6.09,4,0.01958626
1,6.095,1,0.01950286
1,6.095,2,0.02069699
1,6.095,3,0.02035757
1,6.095,4,0.01815188
1,6.1,1,0.01904097
1,6.1,2,0.02071149
1,6.1,3,0.02066186
1,6.1,4,0.01904777
1,6.105,1,0.02115081
1,6.105,2,0.02106424
1,6.105,3,0.01735285
1,6.105,4,0.01831096
1,6.11,1,0.0206284
1,6.11,2,0.0199039
1,6.11,3,0.01932199
1,6.11,4,0.0161103
1,6.115,1,0.01897268
1,6.115,2,0.01837297
1,6.115,3,0.01598067
1,6.115,4,0.01544324
1,6.12,1,0.0156075
1,6.12,2,0.01526065
1,6.12,3,0.01529494
1,6.12,4,0.01458231
1,6.125,1,0.01531014
1,6.125,2,0.01589707
1,6.125,3,0.01460418
1,6.125,4,0.01060458
1,6.13,1,0.01337739
1,6.13,2,0.01192632
1,6.13,3,0.01191697
1,6.13,4,0.01021216
1,6.135,1,0.01073644
1,6.135,2,0.01132089
1,6.135,3,0.00766944
1,6.135,4,0.00851369
1,6.14,1,0.00712257
1,6.14,2,0.00818063
1,6.14,3,0.00619054
1,6.14,4,0.00588185
1,6.145,1,0.00792567
1,6.145,2,0.0042252
1,6.145,3,0.00356988
1,6.145,4,0.00261176
1,6.15,1,0.00714371
1,6.15,2,0.00629287
1,6.15,3,0.00381446
1,6.15,4,0.00282748
1,6.155,1,0.00375415
1,6.155,2,0.00359395
1,6.155,3,0.00175768
1,6.155,4,-0.00117867
1,6.16,1,0.00303314
1,6.16,2,0.00167322
1,6.16,3,0.00092981
1,6.16,4,-0.00075469
1,6.165,1,0.00208716
1,6.165,2,0.00073232
1,6.165,3,-0.00219719
1,6.165,4,-0.00150447
1,6.17,1,0.00218184
1,6.17,2,0.00087006
1,6.17,3,-0.00011754
1,6.17,4,-0.00285904
1,6.175,1,0.00136371
1,6.175,2,0.00032521
1,6.175,3,-0.00098006
1,6.175,4,-0.00210625
1,6.18,1,0.0021251
1,6.18,2,0.00087429
1,6.18,3,-0.00158126
1,6.18,4,-0.00233615
1,6.185,1,0.00169245
1,6.185,2,0.0013437
1,6.185,3,0.00097088
1,6.185,4,-0.00106806
1,6.19,1,0.00422051
1,6.19,2,0.00269273
1,6.19,3,0.00223183
1,6.19,4,-0.00151631
1,6.195,1,0.00589298
1,6.195,2,0.00324395
1,6.195,3,0.00263418
1,6.195,4,0.00052876
1,6.2,1,0.00601775
1,6.2,2,0.00534461
1,6.2,3,0.00275559
1,6.2,4,0.0005009
1,6.205,1,0.00712183
1,6.205,2,0.00477528
1,6.205,3,0.00451111
1,6.205,4,0.00204985
1,6.21,1,0.00722102
1,6.21,2,0.00722036
1,6.21,3,0.005553
1,6.21,4,0.0032313
1,6.215,1,0.00882305
1,6.215,2,0.00833868
1,6.215,3,0.00540188
1,6.215,4,0.00416252
1,6.22,1,0.0082926
1,6.22,2,0.00822796
1,6.22,3,0.00572227
1,6.22,4,0.00457686
1,6.225,1,0.00910148
1,6.225,2,0.00679252
1,6.225,3,0.00448169
1,6.225,4,0.00362978
1,6.23,1,0.00847394
1,6.23,2,0.00573239
1,6.23,3,0.0063603
1,6.23,4,0.0042454
1,6.235,1,0.00607091
1,6.235,2,0.00398769
1,6.235,3,0.00262899
1,6.235,4,0.00237488
1,6.24,1,0.00959641
1,6.24,2,0.00368289
1,6.24,3,0.00251458
1,6.24,4,0.00219779
1,6.245,1,0.00491791
1,6.245,2,0.00440875
1,6.245,3,0.00214498
1,6.245,4,-0.00081542
1,6.25,1,0.00454033
1,6.25,2,0.00241292
1,6.25,3,-0.00204854
1,6.25,4,-0.00283817
1,6.255,1,0.00109721
1,6.255,2,-0.00047589
1,6.255,3,-0.0038714
1,6.255,4,-0.00568111
1,6.26,1,-0.00024676
1,6.26,2,-0.00257936
1,6.26,3,-0.0033544
1,6.26,4,-0.00655132
1,6.265,1,-0.00091653
1,6.265,2,-0.00333021
1,6.265,3,-0.00567038
1,6.265,4,-0.01234324
1,6.27,1,-0.00511247
1,6.27,2,-0.00617219
1,6.27,3,-0.01010817
1,6.27,4,-0.0112733
1,6.275,1,-0.00554368
1,6.275,2,-0.0084458
1,6.275,3,-0.01095355
1,6.275,4,-0.0107733
1,6.28,1,-0.0083421
1,6.28,2,-0.00905365
1,6.28,3,-0.01226712
1,6.28,4,-0.01393954
1,6.285,1,-0.00979104
1,6.285,2,-0.01246004
1,6.285,3,-0.01381309
1,6.285,4,-0.01667767
1,6.29,1,-0.01012627
1,6.29,2,-0.0127308
1,6.29,3,-0.01515386
1,6.29,4,-0.01551835
1,6.295,1,-0.01288131
1,6.295,2,-0.01581041
1,6.295,3,-0.0151678
1,6.295,4,-0.01842406
1,6.3,1,-0.01415169
1,6.3,2,-0.01447272
1,6.3,3,-0.01527198
1,6.3,4,-0.01831373
1,6.305,1,-0.01441119
1,6.305,2,-0.01374716
1,6.305,3,-0.01810578
1,6.305,4,-0.01696453
1,6.31,1,-0.01373316
1,6.31,2,-0.01645958
1,6.31,3,-0.01713041
1,6.31,4,-0.01878046
1,6.315,1,-0.01539227
1,6.315,2,-0.01626959
1,6.315,3,-0.01788963
1,6.315,4,-0.01955171
1,6.32,1,-0.01453057
1,6.32,2,-0.01704373
1,6.32,3,-0.01650267
1,6.32,4,-0.01796012
1,6.325,1,-0.01292752
1,6.325,2,-0.01617348
1,6.325,3,-0.01872303
1,6.325,4,-0.0190349
1,6.33,1,-0.01713078
1,6.33,2,-0.01744113
1,6.33,3,-0.01909006
1,6.33,4,-0.01862582
1,6.335,1,-0.01671302
1,6.335,2,-0.0188517
1,6.335,3,-0.01759129
1,6.335,4,-0.01709747
1,6.34,1,-0.01821548
1,6.34,2,-0.01694834
1,6.34,3,-0.01744907
1,6.34,4,-0.01606063
1,6.345,1,-0.01699287
1,6.345,2,-0.01799533
1,6.345,3,-0.01770594
1,6.345,4,-0.01649433
1,6.35,1,-0.01765608
1,6.35,2,-0.01964068
1,6.35,3,-0.01657882
1,6.35,4,-0.0172722
1,6.355,1,-0.01716245
1,6.355,2,-0.01782881
1,6.355,3,-0.01801757
1,6.355,4,-0.01638523
1,6.36,1,-0.01695881
1,6.36,2,-0.01866897
1,6.36,3,-0.01880495
1,6.36,4,-0.01619461
1,6.365,1,-0.01703824
1,6.365,2,-0.01605181
1,6.365,3,-0.01561464
1,6.365,4,-0.01745506
1,6.37,1,-0.01819068
1,6.37,2,-0.01761168
1,6.37,3,-0.0161661
1,6.37,4,-0.01563467
1,6.375,1,-0.01761546
1,6.375,2,-0.01755921
1,6.375,3,-0.01277807
1,6.375,4,-0.01347066
1,6.38,1,-0.01696444
1,6.38,2,-0.01659354
1,6.38,3,-0.01300524
1,6.38,4,-0.01171449
1,6.385,1,-0.01411773
1,6.385,2,-0.01373076
1,6.385,3,-0.01306016
1,6.385,4,-0.01157678
1,6.39,1,-0.01462913
1,6.39,2,-0.0129761
1,6.39,3,-0.01032391
1,6.39,4,-0.00975962
1,6.395,1,-0.01196281
1,6.395,2,-0.01012631
1,6.395,3,-0.00971322
1,6.395,4,-0.00643914
1,6.4,1,-0.01006837
1,6.4,2,-0.00867977
1,6.4,3,-0.0074269
1,6.4,4,-0.00536219
1,6.405,1,-0.00952544
1,6.405,2,-0.00803449
1,6.405,3,-0.00525658
1,6.405,4,-0.00273781
1,6.41,1,-0.0070909
1,6.41,2,-0.00485867
1,6.41,3,-0.00388788
1,6.41,4,-0.00256812
1,6.415,1,-0.00514949
1,6.415,2,-0.003258
1,6.415,3,-0.00262279
1,6.415,4,-0.00066908
1,6.42,1,-0.00414869
1,6.42,2,-0.00193875
1,6.42,3,-0.00189187
1,6.42,4,0.00169644
1,6.425,1,-0.00214759
1,6.425,2,-0.00066569
1,6.425,3,0.00026323
1,6.425,4,0.0029198
1,6.43,1,-0.00259102
1,6.43,2,-0.00070749
1,6.43,3,0.0025381
1,6.43,4,0.00219828
1,6.435,1,-0.00157217
1,6.435,2,3.867e-05
1,6.435,3,0.00294001
1,6.435,4,0.00261192
1,6.44,1,-0.00133268
1,6.44,2,-0.00028082
1,6.44,3,0.00412525
1,6.44,4,0.00393057
1,6.445,1,-0.00144452
1,6.445,2,0.00074451
1,6.445,3,0.00315387
1,6.445,4,0.00193519
1,6.45,1,-0.00251681
1,6.45,2,0.00035135
1,6.45,3,0.00116209
1,6.45,4,0.00205399
1,6.455,1,-0.0029251
1,6.455,2,-0.00047132
1,6.455,3,0.00136304
1,6.455,4,0.00469483
1,6.46,1,-0.00482566
1,6.46,2,-0.00305276
1,6.46,3,-0.00110063
1,6.46,4,0.00277762
1,6.465,1,-0.00514865
1,6.465,2,-0.00412265
1,6.465,3,-9.161e-05
1,6.465,4,6.084e-05
1,6.47,1,-0.0041971
1,6.47,2,-0.00340722
1,6.47,3,-0.00255595
1,6.47,4,0.0007188
1,6.475,1,-0.00544585
1,6.475,2,-0.00302094
1,6.475,3,-0.00317447
1,6.475,4,-0.00134027
1,6.48,1,-0.00553054
1,6.48,2,-0.00409828
1,6.48,3,-0.00315135
1,6.48,4,-0.00249493
1,6.485,1,-0.00849678
1,6.485,2,-0.00702969
1,6.485,3,-0.00474551
1,6.485,4,-0.0021707
1,6.49,1,-0.0087269
1,6.49,2,-0.00490335
1,6.49,3,-0.00631476
1,6.49,4,-0.00271878
1,6.495,1,-0.00789496
1,6.495,2,-0.00463492
1,6.495,3,-0.00279022
1,6.495,4,-0.0026989
1,6.5,1,-0.00624091
1,6.5,2,-0.00548547
1,6.5,3,-0.00217949
1,6.5,4,-0.00182416
1,6.505,1,-0.00517925
1,6.505,2,-0.00175807
1,6.505,3,0.00081691
1,6.505,4,0.00174492
1,6.51,1,-0.00479271
1,6.51,2,-0.00215534
1,6.51,3,-0.00054185
1,6.51,4,0.00166812
1,6.515,1,-0.00363509
1,6.515,2,-0.00035948
1,6.515,3,0.00342921
1,6.515,4,0.00642621
1,6.52,1,0.00067412
1,6.52,2,0.0026208
1,6.52,3,0.0051301
1,6.52,4,0.00473615
1,6.525,1,0.00168539
1,6.525,2,0.00551871
1,6.525,3,0.00650288
1,6.525,4,0.00819035
1,6.53,1,0.00574744
1,6.53,2,0.00515533
1,6.53,3,0.01021657
1,6.53,4,0.01000469
1,6.535,1,0.00779425
1,6.535,2,0.00936737
1,6.535,3,0.01202786
1,6.535,4,0.01398495
1,6.54,1,0.00844371
1,6.54,2,0.01237497
1,6.54,3,0.01390172
1,6.54,4,0.01641978
1,6.545,1,0.01096263
1,6.545,2,0.01468492
1,6.545,3,0.01598764
1,6.545,4,0.01630167
1,6.55,1,0.014277
1,6.55,2,0.01481297
1,6.55,3,0.01774318
1,6.55,4,0.01808029
1,6.555,1,0.01487813
1,6.555,2,0.0166287
1,6.555,3,0.01908216
1,6.555,4,0.01917899
1,6.56,1,0.01653375
1,6.56,2,0.01820412
1,6.56,3,0.01809612
1,6.56,4,0.02090616
1,6.565,1,0.01829818
1,6.565,2,0.01882884
1,6.565,3,0.0199006
1,6.565,4,0.01948337
1,6.57,1,0.01869478
